rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-2543-dup-0, mia, white, 6, theodore street, calaltobta, haddon, 2905, nsw, 19640403, 5969084
rec-1340-dup-0, spencer, klus, 7, gatton street, whispern ig pines, young, 5097, vic, 19020122, 4996874
rec-1582-dup-0, hannah, rivers, 5, collings street, , toorak, 2487, nsw, 19521217, 6906828
rec-3311-dup-0, coby, brinsmead, 9, musgrave street, st francis vlge, canley heights, 4552, qld, 19391009, 8442114
rec-4549-dup-0, mitchell, green, , palmer street, , lake heights, 2430, qld, 19250116, 7447942
rec-3292-dup-0, mikayla, siviour, 2, steinwedel street, cherry bank, pymble, 0237, vic, 19850704, 2668143
rec-1655-dup-0, lily, innis, 57, harricks crescent, yarramdale, st albans, 3002, qld, 19880321, 2533253
rec-3575-dup-0, tayla, coulson, 119, backler place, , toowoomba, 4305, vic, 19300517, 5222388
rec-278-dup-0, samuel, gilbertson, 7, phillips place, bulliac str eet, brewarrina, 6151, qld, 19581011, 9448590
rec-649-dup-0, mi, haeusler, , stockdale street, rowethlrpe, cleveland, 3011, nws, 19091107, 3742016
rec-3088-dup-0, sachi n, , 85, sparkes close, villa36 sovereign garden, cainrs, 2750, vic, 19820717, 8721401
rec-4091-dup-0, cheyenze, campbell, 18, forbes street, kinjbii, bundamba, 4814, vic, 19080715, 6532935
rec-903-dup-0, barisic, brianna, 1502, haddon street, parish talowahl, launching place, 3220, vic, 19750703, 5367822
rec-536-dup-0, aleisha, lowed, 9, cavanaugh street, , mulgraeeast, 2445, wa, 19731203, 3335374
rec-497-dup-0, emii ly, cobgin, 3, knox stteet, , camperdown, 2230, wa, 19991209, 9931751
rec-2100-dup-0, talia, millaf, 20, la perous e street, , kellyfville, 2250, wa, 19800606, 3894135
rec-597-dup-0, shenae, leslie, 45, jacka crescent, villa 5, oakleigh, 4151, qld, 19710804, 4216793
rec-891-dup-0, gregory, timperon, 38, engelbert wing, bentham street, berwick, 2564, nsw, 19531206, 1115863
rec-3783-dup-0, katelyn, newport, 7, wakefield avenue, glenmore, moree, 4662, qld, 19401219, 4895884
rec-2190-dup-0, dimitri, kowald, 4, watson street, , alice s prings, 2430, sa, 19510207, 1597094
rec-424-dup-0, nicholas, scantlebury, 25, kambah vlge, casuarina sh oppingsqre, fish creek, 3585, nsw, 19370405, 8589026
rec-4620-dup-0, flynn, zilkm, 6, beaurepaire crescent, , duncraig, 3068, vic, 19500619, 6378859
rec-2353-dup-0, benjamin, bellon, 11, croton street, omaru, artarmon, 4406, nsw, 19120805, 3089666
rec-3336-dup-0, jacobj, crossm an, 19, stromlodrescent, , bassendean, 5031, , 19681226, 6490727
rec-3004-dup-0, zachary, hulands, 51, caley crescent, , albany creek, 5161, tas, 19360826, 9722255
rec-1270-dup-0, elle, mattehws, 54, maddock place, glenburnie lodge, park orhcards, 6058, vic, 19960094, 9253952
rec-2798-dup-0, kane, carbone, 54, penrhyn street, solander centre, deer park, 4030, sa, 19960506, 9098940
rec-304-dup-0, zoe, wastll, 5, mount vernon drive, bandera, burwood, 3350, vic, 19981215, 6868962
rec-1905-dup-0, arren, matthews, , coombe street, ballyoby, wahroonga, 3617, nsw, 19860121, 8047381
rec-4874-dup-0, silas, coulson, 29, bindon place, warra creek, kempsey, 6457, nsw, 19770903, 3722652
rec-3974-dup-0, carly, webb, 31, dash crescent, frestoocotge, buffalo, 3225, wa, 19121203, 5240972
rec-603-dup-0, ebony, zaffimo, 24, max henry crescent, ripone state, newmarket, 4305, qld, 19420501, 8073270
rec-821-dup-0, chloe, condo, 36, yabsley place, munmurar park, mackay north, 5082, nsw, 19170115, 7153959
rec-54-dup-0, imowen, whillas, 121, embley street, flowerydale, molong, 2170, tas, 19090319, 7145066
rec-4274-dup-0, marlegih, white, 1, fink crescent, dunbar, hackham, 2165, qld, 19900270, 6423331
rec-4277-dup-0, mitchell, flannery, 2, wilkins street, paradise syprings, toowoomba, 5088, vic, 19581016, 8712141
rec-4463-dup-0, isabella, , 576, grimshaw street, brentwood vlge, tar, 2092, qld, 19440214, 5901255
rec-3-dup-0, reeve, stanlhy, 4, alawa street, rowethorpe d1, mourilyan, 2474, sa, 19190811, 5961670
rec-4747-dup-0, robertza, caire, 41, por t u4, welch place, beaconsfield upper, 5113, sa, 19630418, 5100047
rec-1195-dup-0, jeswica, blackwell, 20, mcgeep lace, brentwoo dvlge, ermington, 2795, sa, 19801015, 4099338
rec-585-dup-0, stephenson, danny, 16, o'shanassy street, , armidale, 3133, tas, 19831019, 8561604
rec-2114-dup-0, chloe, lowme, 344, phillipiaenue, lewin lodge, deagn, 4306, aw, 19840502, 6220613
rec-2936-dup-0, tinfina, harrison, 5, deasland place, toolebewong farm, southbank, 2217, nsw, 19880108, 4659883
rec-4660-dup-0, georgia, clarke, 278, blowerinb street, dunfieldpark, port pirie, 6111, vic, 19990330, 3328605
rec-2627-dup-0, seth, donaldson, 1329, bean crescent, brae brun, camperdown, 2153, vic, , 1727482
rec-2876-dup-0, , green, 48, spowers cricuit, , labrador, 5063, nsw, 19421213, 8321036
rec-3599-dup-0, sophie, masojn, 23, , , greensborough, 2020, qld, 19341211, 7259553
rec-654-dup-0, devan, riddell, 33, muellerstreet, red cross units, avalon beach, 2257, nse, 19391217, 4921767
rec-4305-dup-0, , noble, 10, costello circuit, the manor braeside, bicton, 2290, qld, 19710327, 9357658
rec-1592-dup-0, karli, campbzell, 58, burdekin avenue, brambletye vinyard, , 2118, vic, 19580309, 4423725
rec-1414-dup-0, zali, eglinton, 14, adcock place, trewilga, woodlajnds, 2122, qld, 19300914, 7126898
rec-4422-dup-0, , ryan, 20, ashburton circuit, wilderness, cressy, 2580, vic, 19560126, 3864187
rec-1760-dup-0, nicholsa, ho, 13, newdegate street, villa 2, elwood, 4061, nsw, 19680630, 7806235
rec-4508-dup-0, harrison, mcneull, 1, geeves cort, branmigans, highett, 2319, qld, 19280108, 6287203
rec-3107-dup-0, emiiy, braithwaite, 86, beasley street, belmont bayview park, st agnse, 4814, nsw, 19140328, 4464915
rec-4808-dup-0, lucyw, satterley, 32, gill street, nepean shores, buninyong, 4226, sz, 19660516, 9616924
rec-722-dup-0, lachlan, goldsworthy, 5, wanganeen avenue, howie circuit, sheidow park, 2038, sa, 19380108, 4133306
rec-3907-dup-0, timothy, haythorpe, 21, grund p lace, brentwood vlge, blackmans bay, 2603, vic, 19200714, 2476740
rec-80-dup-0, blake, white, 198, boldrewood street, winterp ark, nunawading, 2067, sa, 19180815, 5832531
rec-1054-dup-0, joshua, capel, 1, clive steele avenue, spq acmp, woonrara, 4207, qld, 19090522, 4415928
rec-317-dup-0, amber, nicolakopoulos, 38, atkinson street, mount patrick, edgewter, 2905, sa, 19910707, 9220881
rec-370-dup-0, isablel, lowe, 18, wolff crscent, , sylvania, 2032, nsw, 19771116, 5672191
rec-4612-dup-0, alana, manson, 52, , vivigani, cloverdale, 2118, vic, 19460725, 4207566
rec-4337-dup-0, blake, seted, 17, chirnside circuit, rosetta village, balwyn north, 2731, qld, 19880408, 3748565
rec-2887-dup-0, brody, stearnnes, 7, fincham crescent, binnal ong, thornbury, 3639, vic, 19440417, 8363677
rec-2104-dup-0, olivia, leong, 57, naismit hplace, mckail, deer park, 3177, nsw, 19820831, 5649007
rec-622-dup-0, joshua, avdic, 8, archdal l street, nioa, nunawading, 3134, nsw, 19200415, 9571448
rec-764-dup-0, devan, clatke, , windradyne street, buena vista, south perth, 4127, nsw, 19060130, 3013362
rec-3326-dup-0, jarryd, george, 83, gilmore crescent, , wellakrd, 3071, qld, 19320810, 4392990
rec-4475-dup-0, william, richmond, 7, redlands, totterdell street, metubg, 6076, nsw, 19110103, 3661413
rec-1697-dup-0, andie, george, 118, mckail crescent, brentwood vlge, pelican dwaters, 3121, wa, 19490414, 4798962
rec-4404-dup-0, nicholas, commoyns, 50, couchman crescent, lochlee, pardale, 5169, sa, 19980815, 9438920
rec-3780-dup-0, ethan, hand, 1, lambrigg sitreet, rainmore, sout perth, 5075, vic, 19411222, 3559682
rec-636-dup-0, vaszocz, adam, 63, wyles place, willows caravn park, graveesnd, 3153, vic, , 1015197
rec-2965-dup-0, tiarna, harrigton, 1, crisp circuit, , mannm, 5264, nsw, 19060622, 9303949
rec-683-dup-0, oscxar, zdanowicz, 21, arndell street, craiglea, burwood, 2088, vic, 19450906, 5103704
rec-4169-dup-0, luge, menzies, 14, , roskihll, barmera, 6072, vic, 19710422, 8114472
rec-1399-dup-0, charlee, , , coane street, mount ivew, thornlands, 2548, nsw, 19105412, 1945725
rec-2449-dup-0, tess, green, 60, , ryhd-talog, port macquarie, 3013, vic, 19600324, 5445613
rec-3724-dup-0, jacob, beatton, , maharattacircuit, specialist centre, robertson, 2643, nsw, 19860630, 9285118
rec-4294-dup-0, , melham, 21, kingscote crescent, kerry street, elizabeth vale, 2663, wa, 19911210, 5648275
rec-2379-dup-0, jacquline, maliauskas, 4, jabanunggaavenue, longpkain, bundanoon, 4878, vic, 19840808, 4094122
rec-2445-dup-0, ella, campain, 2, bimbiang nc rescent, st john of god hospital, seven hills, 2160, vic, 19900406, 8809552
rec-3171-dup-0, jajie, fernando, 37, collings street, bogong apartments, lansdowne, 3910, sj, 19200720, 1939746
rec-1695-dup-0, abbey, malin, 3, burkittl street, mailnga, north maclean, 2080, vic, 19850328, 7401540
rec-240-dup-0, seth, jolly, 16, reddall close, arrowgrove, colac, 4370, qld, , 7445552
rec-3327-dup-0, ella, browwne, 35, tanjil loop, cedavriew, berkeley vale, 4564, qld, 19480726, 6646608
rec-478-dup-0, jack, collinson, 4, blowering os treet, canobolasceaavn park, leeton, 4212, nsw, 19821223, 5810985
rec-2924-dup-0, tarnex, fitzpatrick, 8, conjola close, , st kilda, 4421, qld, 19950715, 8081610
rec-708-dup-0, mila, campbell, 36, beasley street, krismark, dalby, 2375, nsw, 19010602, 5343180
rec-4664-dup-0, , czarnik, 10, bunbury street, glneavon, ulmarra, 4252, qld, 19601222, 3960160
rec-380-dup-0, kyle, badawee, 5, staunton place, dockside marina b, altona n orth, 3138, qld, 19020413, 3257675
rec-3057-dup-0, sophie, noble, 1, yambina crescent, sefton park, rues, 6210, nsw, 19440101, 3325291
rec-846-dup-0, connor, camp, 29, egerton close, gwandalan, riverhilts, 2170, vic, 19190905, 5237893
rec-4447-dup-0, hope, imogen, 5, dumaresq street, delmar, beecroft, 7307, wa, 19770614, 8438312
rec-4492-dup-0, hayden, , 13, durahm pl ace, hamiltno, young, 3121, nsw, 19780531, 9988689
rec-3661-dup-0, hudson, chadoer, 86, campbellstreet, lazy acres, ingl ewood, 4570, sa, 19950220, 8352621
rec-1350-dup-0, james, reid, 30, snodgrass crescent, diabllo, belmont, 2261, qld, 19790129, 2073967
rec-4504-dup-0, jasmine, camens, 7, plowman place, c/-runaway aby marina, tennant creek, 2088, vic, 19020413, 9907745
rec-4905-dup-0, elki, nguyen, 20, higinbothabmstreet, oakdale, waratah north, 6168, qld, 19111101, 1060379
rec-299-dup-0, dylan, blacklow, 100, stenhouse close, flr 5 john flynn medical centre, vermony, 2538, nsw, 19399222, 8225337
rec-2193-dup-0, keaton, green, 47, salvado place, racecoruse, palinyewah, 7008, nsw, 19040705, 3688006
rec-3532-dup-0, samul, tunstlal, 22, wattle street, bayana, fish cfeek, 7216, wa, 19840412, 8429651
rec-2989-dup-0, antn, goode, 1, lalor stteet, killara homestead, taree, 2195, vic, 19081025, 3128298
rec-2862-dup-0, katelyn, cochrane, 200, langdon avenue, kalamos, calen, 3152, qld, 19180604, 2589251
rec-311-dup-0, , maier, 36, , pine view, rydd, 4070, nsw, 19020410, 4418189
rec-680-dup-0, jacqueline, abbondandola, 24, myers place, ingledell, seelands, 2560, tas, 19690218, 7256635
rec-1755-dup-0, jayde n, white, 10, mcclintock street, , melvilke, 4308, nsw, 19590819, 2360230
rec-4052-dup-0, sasia, roberti, 2070, wiburd street, dodonaea wing, rose bay, 4078, vic, 19691123, 5721375
rec-4901-dup-0, renfrey, annabella, 32, quandong street, , dalby, 3291, nsw, 19880902, 1074106
rec-117-dup-0, nicholas, huxley, 12, biala place, c w v, anglsea, 3109, nsw, 19921105, 6501674
rec-3571-dup-0, wilson-wheeler, emiily, 1, woolcock street, willandra, taree, 2477, qld, 19610625, 8119451
rec-3065-dup-0, lowe, robbie, 27, ambalindum street, , armidale, 4558, nsw, 19680428, 2465721
rec-2532-dup-0, david, nguyekn, 95, maurice place, palm grove, , 3138, vic, 19340626, 7414934
rec-4252-dup-0, stepahnie, tiller, 281, mcleod place, villa 19, katherine, 2680, vic, 19631220, 7432991
rec-1187-dup-0, kira, kyricaou, 70, hopegood place, rowethorpe, tiaro, 5024, vic, 19820117, 3935956
rec-2049-dup-0, emma, wevb, 11, baracchi crescent, thornbrook, eight mil e plains, 3016, qld, 19910314, 5201994
rec-614-dup-0, lewis, ryan, 10, melba treet, binna burra mountain lodge, yerrinbool, 5128, vic, 19591211, 9701047
rec-452-dup-0, riley, kelley, 8185, edmond close, leisure living vlge, mount stuart, 2706, sa, 19390207, 4148621
rec-4135-dup-0, simone, clarke, 105, lambriggstreet, , kirribilli, 2765, nsw, 19930504, 6453396
rec-1741-dup-0, bryce, laverty, 3, dobinson place, weddinvkiew, woombye, 3162, nsw, 19950921, 8513947
rec-332-dup-0, caleb, quiill, 9, rosebery street, laura pengilly wing, granville, 5007, nsw, 19040203, 8733587
rec-1821-dup-0, dale, laundy, 75, miller street, , redh ead, 6112, qld, , 8721689
rec-3178-dup-0, natalia, maczkowiack, , badcoe sv treet, , south turramurra, 3199, vic, 19830221, 7491278
rec-1042-dup-0, alexa-rose, nguyen, , bemm place, , currimundi, 4305, nws, 19830703, 4776446
rec-1927-dup-0, reid, michael, 8, terramora, upton street, macquarie fields, 2452, qld, 19050922, 1117934
rec-239-dup-0, liam, jolly, 10, endeavour sreet, pinnacles caravn park, mansfield, 7310, qld, 19931105, 2506329
rec-251-dup-0, mackenzi, evertt, 2, bettington circuit, bay city plaza, valla, 3082, nsw, 19870303, 4768278
rec-2601-dup-0, thurlow, alexandra, 29, de bur gh street, , north turramurra, 2197, nsw, 19581002, 9502776
rec-335-dup-0, nodh, reid, 10, ellerston abenue, ahwahnee, inglewood, 3032, vic, 19310305, 2293151
rec-198-dup-0, isabella, spikcer, , lumeah street, lochinvah, boyne island, 2780, wa, 19130404, 1159942
rec-4452-dup-0, gm, newel, 23, steele srteet, kubin village, yehda, 3202, nsw, 19610112, 2538798
rec-263-dup-0, john, ryan, , chuculba crescent, redfern station, , 4605, vic, 19840524, 2056918
rec-932-dup-0, , webb, 25, toolambi street, villa 235 henry kendall vlge, helens hill, 6166, sa, 19470715, 1945645
rec-2461-dup-0, angus, godfrey, 1, lamingtons treet, ulc 4, pannawpnoica, 5660, vic, 19050930, 8426472
rec-684-dup-0, miller, nguyen, 23, arndell street, myalpa, athelstone, 2483, nsw, 19680122, 3203561
rec-4646-dup-0, green, india, 11, feltus place, ningana, urangan, 2197, nsw, 19720703, 8013479
rec-4152-dup-0, lachlan, rawlibs, 49, lochleugh, whispering pines, coonamble, 2089, nsw, 19261022, 9145105
rec-4290-dup-0, ale, mckerlie, 20, short place, deepnedi, sefton, 4370, vic, 19890714, 3276175
rec-1463-dup-0, hayedn, marinos, 10, chirnside circuit, allensleigh, success, 6560, vic, 19720613, 6046848
rec-3603-dup-0, isabeola, tinsley, 181, , sherqood, maiden gully, 5039, vic, 19620924, 7350425
rec-4872-dup-0, lachlan, white, 1, atherton tsreet, the mews royal hotel bldg, alexandra bridge, 3390, vic, 19810422, 5260328
rec-3146-dup-0, georgia, lionis, , fitchett street, summerh hill, dundowran, 5520, vic, 19910624, 7770207
rec-1396-dup-0, lara, stanley, 89, napper place, , carlingford, 3139, qld, 19380827, 4712092
rec-1101-dup-0, joshua, webb, 63, decker place, docker rivercommunity, morphettville, 2420, nsw, 19690619, 9196315
rec-1002-dup-0, joshua, fauser, 2, unt 2, harrington pcircuit, kingsford, 2280, nsw, 19820606, 4981335
rec-3962-dup-0, victoria, campqbell, 11, priddle treet, mungrup stud, doubelfiew, 7009, vic, 19721211, 1936096
rec-1674-dup-0, keelu, harrinrgton, 296, brickhill place, henry kendall hostel, menindee, 2830, nsw, 19330913, 1759909
rec-2282-dup-0, delcay, erin, 16, cooinda court, rowethorpe, swan hill, 2480, vic, 19120628, 3648623
rec-489-dup-0, brandon, strangway, 177, everard lace, dryroc k gulch, hinchinbrook, 4121, nsw, 19220610, 4691109
rec-3683-dup-0, alicia, hyland, 112, fullagar vrescent, ambervale, keilorzeast, 5161, vic, , 9571063
