rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-125-org, john, van't hof, 5, morshead drive, ocean crt (cnr beach s street, maida vale, 2745, vic, 19360109, 9574272
rec-70-org, chloe, reitler, 14, daley crescent, halfway hill, ballina, 6164, qld, 19171028, 7162356
rec-145-org, elle, nicklason, 5, beetaloo street, , trafalgar, 5107, wa, 19460919, 5092794
rec-73-org, kyle, limbert, 7, dandenong court, the pinnacle, springwood, 3143, nsw, 19080527, 2479285
rec-284-dup-0, jacob, di chiera, 61, bimbiang crescent, the manor garden, unanderra, 4680, nsw, 19610831, 2176932
rec-186-org, dakota, morrison, 33, longmore crescent, three acres, brookvale, 2710, nsw, 19151229, 5031530
rec-58-org, spyke, schumann, 78, clark close, pine tree, tannum sands, 2326, nsw, 19020422, 6677685
rec-381-dup-0, anneliese, clarke, 109, arawang, langdon avenue, pakenham, 3114, nsw, 19000404, 9135773
rec-305-dup-0, amelia, ryan, 35, sidaway street, jemalong retrmnt vlge, avalon, 3184, nsw, 19230301, 1613259
rec-149-org, kydan, mccarthy, 67, clemenger street, the points holsteins, fairlawn, 6415, nsw, 19720518, 6527653
rec-140-dup-0, georgia, gryosler, 8, foxall street, willaroo, lockwlod, 3338, nsw, 19321106, 8000491
rec-364-org, bailey, campbell, 136, porteous crescent, teasdale park, albany creek, 3942, vic, 19830721, 8875552
rec-361-org, lachlan-john, green, 5, , canobolas caravn park, blacktown, 2089, nsw, 19610527, 1361558
rec-23-org, kelsey, halligan, 3, dilboong place, rosetta village, kedron, 6027, nsw, 19900301, 8576385
rec-254-dup-0, paterson, madeleine, 13, , , young, 5045, nsw, 19300302, 2277800
rec-173-dup-0, tori, keoh, 1, tallara p arkway, , wangaratta, 2223, vic, 19601101, 5089409
rec-456-dup-0, , siwggs, 1, givens srteet, bonnington, kyogle, 2170, qld, 19521123, 1256379
rec-335-dup-0, alexa-rose, lowe, 67, ballara t street, the willows, westwood, 4012, nsw, 19691123, 2624157
rec-403-org, gemaley, matthews, 388, goessling place, evergreen, pennant hills, 3194, nsw, 19730829, 4691516
rec-382-dup-0, joshua, rickett, 1, burraly corut, malladuo, belleve hill, 2439, act, 19030121, 4310453
rec-320-dup-0, willow, ryan, , bradfield street, sec 209 clifton farm, mount c olah, 4035, nsw, 19930803, 3832827
rec-167-org, emma, green, 30, learmonth drive, wallace heights, boundary bend, 2747, qld, 19310903, 9262880
rec-23-dup-0, kelsey, halligan, 3, dilboong place, , kedron, 6027, nsw, 19900301, 8576385
rec-419-org, jack, berry, 4, esperance street, landen, black rock, 2763, vic, 19020712, 6151476
rec-262-org, alexandra, boulter, 22, tazewell circuit, berkeley vlge, potts point, 2450, vic, 19420722, 5269403
rec-91-dup-0, , hefford, 1, armstrong crescent, , payneham, 5502, vic, 19440805, 9162672
rec-19-dup-0, cambetll, hursey, 3, corona place, sweet w atdrs, toowoomba, 3980, sa, 19870526, 7118146
rec-78-dup-0, hayd en, geraghty, 41, macneilplace, willow wood, frenchs forest, 3011, vic, 19121130, 8624403
rec-440-org, , querzoli, 75, sloane place, park lane estate, mount eliza, 3083, nsw, 19860522, 4577875
rec-350-org, monique, gergely, 21, harwood court, hybernia park, sherwood, 2207, nsw, 19790807, 7375144
rec-113-org, layla, ryan, 720, tregellas crescent, carinya vlge, collinswood, 3400, nsw, 19920526, 7041054
rec-291-dup-0, justin, clarke, 12, ahmatt street, moline ivllage, rowvil le, 6150, vix, 19990220, 6779471
rec-370-dup-0, rourke, webv, 5, welsby pnlace, bungarra, island b each, 6020, nsw, 19780601, 8955738
rec-152-org, kyra, webb, 9, boolee street, , freemans reach, 4870, vic, 19470429, 3308042
rec-99-org, imogen, akroyd, 8, everard street, strathalan community, marsfield, 3219, qld, 19361218, 4817613
rec-32-dup-0, chloe, gillard, 3, crispcir cuit, ban skia, kenilworth, 4218, wa, 19200820, 8072668
rec-77-org, joshua, garthwaite, 24, mcclintock street, hallsville, avoca, 3175, nsw, 19050703, 5226643
rec-183-dup-0, lachlan, jukic, 2, morgan crescent, parklea, raymond terrace, 2250, nsw, 19780702, 4027998
rec-383-dup-0, cononr, lutz, 55, burkitt street, connoisseur quarterhorses, the basin, 3166, vic, 19970727, 6308695
rec-179-dup-0, rosie, reid, 256, coghill close, , blackown, 5253, act, 19770714, 8349921
rec-68-org, darcy, jolly, 7, antill street, agarabi, godwin beach, 4173, nsw, 19891008, 7208848
rec-385-dup-0, isabella, defrancesco, 24, meyrick place, marx garden world, wellingotn point, 2759, vic, 19040819, 8342399
rec-464-dup-0, jessica, noble, 42, boolimba crescent, lashbrooke, cranbourne, 2219, vic, , 7984432
rec-482-org, charlotte, robson, 23, nicholas street, kellwood, , 2280, vic, 19620503, 9419113
rec-351-dup-0, thomas, wijedasa, 152, powers place, carney's arcade, bowen hills, 6021, tas, 19820415, 8129413
rec-287-org, zakariah, hoyland, 82, rooth place, pindara medical centre, dianella, 6164, qld, 19900707, 6754522
rec-302-org, chloe, jayaraman, 33, eungella street, victoria mill estate, broken hill, 3172, nsw, 19590818, 4910207
rec-457-org, alice, bellchambers, 267, swanton street, tallow-wood, blacktown, 3136, vic, 19381230, 8676818
rec-382-org, joshua, rickett, 1, burraly court, malladup, new farm, 2439, act, 19030121, 4310453
rec-94-org, eliza, sharon, 120, brinsmead street, chactor, greenacre, 3214, nsw, 19950112, 2497676
rec-102-org, fraser, marlow, 8, evelyn owen crescent, yarandoo wing, ermington, 3000, nsw, 19731008, 2195286
rec-490-dup-0, , durr, 11, cochrane crescent, spyla w farm, south perth, 2795, wa, 19810628, 6794161
rec-449-dup-0, liam, fitzpatrck, 55, schonell circuit, , coffs harbour, 6285, nsw, 19321022, 5663386
rec-172-org, brydon, webb, 11, walker crescent, bugoren, charlestown, 6258, nsw, 19190528, 4191569
rec-70-dup-0, chloe, reitler, 14, daley crescent, halfway hill, ballinga, 6146, qld, 19171028, 7162356
rec-323-dup-0, bordin, brody, 45, canberra centre (next to medicare), corombie, figtree, 2485, qld, 19510904, 8728984
rec-484-org, jacynta, hoffman, 4, marrakai street, tantallon, munruben, 2042, nsw, 19320417, 4705328
rec-312-org, olivia, , 65, hobart place, sec 791, lalor park, 2090, vic, 19200321, 2042439
rec-69-org, mikayla, caruana, 37, torrens street, boronia, dianella, 2761, qld, 19590901, 6041595
rec-291-org, justin, clarke, 12, ahmatt street, moline village, rowville, 6105, vic, 19990220, 6779471
rec-157-org, , jervis, 19, rickard place, evergreen, east gresford, 4060, qld, 19330212, 1333372
rec-280-org, catherine, couzens, 41, balamara street, landen, frankston, 2099, wa, 19080905, 8642862
rec-187-org, tyron, dixon, 45, grund place, zintara, munruben, 2167, vic, 19940207, 8837588
rec-232-org, rhys, jeffries, 3, whistler place, pepin, thornlands, 4216, nsw, 19200821, 3750223
rec-133-org, jordan, lavis, 12, ranken place, rosebery hill, piggabeen, 0870, nsw, 19640314, 4307152
rec-128-dup-0, , collinson, 4, boddington crescent, , illabo, 2261, nsw, 19840807, 2427882
rec-179-org, kyle, brain, 256, coghill close, bay city plaza, blacktown, 5253, act, 19770714, 8349921
rec-250-dup-0, angelina, reece, 34, wray pylace, brookto nh ouse, toowoomba, 7140, qld, 19350613, 7961545
rec-483-dup-0, francesco, finl ay, 159, chippindall circuit, , burleigh waters, 6236, nsw, 19000713, 7391179
rec-218-org, georgia, kyriacou, 21, carumbi place, kindberg, banyo, 2340, vic, 19280827, 9890107
rec-338-org, robert, ranson, 9, crease place, , calliope, 4053, vic, 19600702, 1133078
rec-486-dup-0, isabekle, spratt, 16, bastow circuit, kurrajogn, shoalwater, 2587, qld, , 5074015
rec-420-org, , sedecki, 12, derrilin place, longstay caravn park, blackheath, 4061, nsw, 19801116, 2990764
rec-333-dup-0, thomas, graue, 4, dinnison gcircuit, vila 178, clovelly, 4123, wa, 19120911, 5760570
rec-401-dup-0, matthew, green, 28, banks srteet, old ffarm, mooroofbark, 6108, nsw, 19161230, 6391014
rec-61-org, darcie, fleet, 13, fellows street, braeburn, somerton park, 2284, vic, 19950307, 1563705
rec-432-dup-0, , morrison, 35, minehan place, lumley, burn side, 5167, tas, 19620920, 1541342
rec-428-org, jarvis, ryan, 82, buckman place, , inneston, 2614, vic, 19700922, 6893056
rec-38-org, cooper, culbertson, 30, dow street, , sea lake, 4020, qld, 19951031, 7943540
rec-480-dup-0, jord an, blake, 2, moore street, fleurbaix, armida le, 2477, vic, 19790710, 6981185
rec-452-dup-0, alissa, kilmatrin, 37, reveley rescent, crown allot, wolumla, 6210, nsw, 19041118, 7994055
rec-383-org, connor, lutz, 55, burkitt street, connoisseur quarterhorses, the basin, 3166, vic, 19970727, 6308695
rec-199-dup-0, giuliana, hammill, 83, cobby sjtteet, parish takowahl, potts point, 3736, nsw, 19941108, 1238636
rec-17-org, kyle, ryan, 15, ind place, rocklea, port augusta, 4305, nsw, 19411102, 2059726
rec-254-org, madeleine, paterson, , brigalow street, , young, 5045, nsw, 19300302, 2277800
rec-162-dup-0, caitkin, , , rymill place, airforce memor ial estate, mount gravatt, 3146, vic, 19980804, 8342575
rec-62-dup-0, james, bradshw, , reader court, claytoh farm, milo park, 2322, , 19060730, 4960757
rec-181-dup-0, jacob, varwano, , magrath crescent, bandrea, auburn, 2210, vic, 19411202, 1499165
rec-480-org, jordan, thaba, 2, moore street, fleurbaix, armidale, 2477, vic, 19790710, 6981185
rec-307-dup-0, varano, max, 16, birrigaisquare, arabian stud ielkette park, dandenong north, 6051, vic, 19700713, 7737012
rec-271-org, ashley, white, 25, jacka crescent, red gate, marmong point, 7250, wa, 19280224, 5596702
rec-418-dup-0, mccarrhy, timothy, 517, sidawawytreet, ballawina stud, northcliffe, 4350, nsw, 19530607, 6601394
rec-130-dup-0, sar, coffey, 3, mckinlay street, beechowrth, huonville, 4558, vic, 19150306, 1706049
rec-44-dup-0, georgia, wilde, 2, warra creek, freda gibsom circuit, , 2154, sa, 19550212, 6569089
rec-138-dup-0, holly, siemers, 8, strachan place, , beaudesert, 2104, sa, 19610319, 4858108
rec-165-dup-0, caleb, dixon, 1429, glenmore, lambel lvose, toronto, 3634, tas, 19860422, 3569365
rec-381-org, anneliese, clarke, 16, langdon avenue, arawang, pakenham, 3114, nsw, 19000404, 9135773
rec-203-org, william, lipscombe, 14, clift crescent, willandra, malvern east, 3073, nsw, 19260101, 3537397
rec-22-org, marianne, rees, 6, nerli place, weeroona, mansfield, 3644, sa, 19770628, 4235561
rec-85-dup-0, brinsmead, amelia, 73, mackennal street, belgradezpark, wellington point, 2046, vic, 19810831, 4182058
rec-316-dup-0, alexa-rose, campblel, 17, neeld place, , narooma, 2205, qld, 19490410, 1531199
rec-418-org, timothy, mccarthy, 517, sidaway street, ballawinna stud, northcliffe, 4350, nsw, 19530607, 6601394
rec-279-dup-0, kyle, rundle, 107, greenhood place, willowd trees, brigthon, 5074, nsw, 19460902, 6532949
rec-108-dup-0, nicholas, donaldson, 3, , forest glen resort, kogarah, 3136, nrw, 19211230, 9407354
rec-325-dup-0, jemima, mcveigh, 14, becker uplace, , armidale, 3107, sa, 19600320, 8051824
rec-384-org, callum, grossman, 3, downard street, st vincents medical centre, wangaratta, 4211, nsw, 19770402, 7743698
rec-274-dup-0, jade, p aine, 21, rose scotet circuit, , taringa, 4405, nsw, 19191105, 7184624
rec-261-dup-0, , wilde, 47, the canberra hospital, darwiniaerrace, melville, 3929, vic, 19270428, 6646723
rec-207-dup-0, lacey, clarke, 54, starritt place, st fra ncis vlge, goomalibee, 2600, wa, 19700209, 9397537
rec-339-org, nicholas, campbell, 87, poynton street, karma park, albion park, 4655, qld, 19041212, 9882754
rec-224-dup-0, , coffey, 8, buller crescent, sheep sttion, , 4800, vic, 19490409, 3924737
rec-484-dup-0, jacynta, hoffman, 4, marrakai srteet, tantallon, munruben, 2153, nsw, , 4705328
rec-196-org, carlin, clarke, 13, loch street, anzac house (cnr archer s street, kyabram, 5040, vic, 19891111, 3670162
rec-283-org, caleb, radic, 17, moon place, cooralook, south perth, 4305, nsw, 19471021, 6519229
rec-243-org, nicholas, prideaux, 9, hicks street, loccn 7229, bondi junction, 5011, sa, 19420429, 1107619
rec-258-dup-0, mikayla, egan, 109, heidelberg street, peppermint springs bendoc, mermaid waters, 3875, , 19731003, 8652616
rec-229-dup-0, isabella, fitzptarick, 10, tompsitt court, sanlyn, corio, 6340, nsw, 19771224, 5262341
rec-247-dup-0, lily, huxley, 45, currie crescent, waribalda, beverly hills, 2073, qld, 19510420, 4379936
rec-89-dup-0, hananh, isola, 26, barlow steet, aptmnt 240, clayton, 4350, act, 19320106, 9013800
rec-394-org, emma, gildea, 2, mccawley street, nr cnr school art, malvern, 6722, qld, 19440429, 8069828
rec-82-dup-0, reeve, mileq, 2, renwick lwtreet, yarra bee, barwon heads, 2342, nsw, 19810406, 1067923
rec-444-dup-0, sophie, lovelock, 26, durraw een, chant street, williamstown, 2650, vic, 19371233, 3072763
rec-147-dup-0, jacob, green, 2, jerome place, kalke, kings cross, 6050, act, 19770519, 4058972
rec-178-org, nicholas, ryan, 59, windeyer street, mafeking, belmont, 4031, sa, 19421110, 8430399
rec-149-dup-0, mccarthy, kydan, 67, clemengerxstreet, the points holsteins, fairlawn, 6452, nsw, 19729518, 6527653
rec-239-dup-0, amelia, kimmonth, 25, grace place, welikrak, barwon heads, 2012, vic, , 5751890
rec-240-org, adam, crouch, 930, crozier circuit, willow side jersey stud, cressy, 3777, nsw, 19011112, 3380075
rec-190-org, darcie, turtur, 10, blacket street, eureka, beverly hills, 2263, nsw, 19570422, 2025650
rec-3-dup-0, hugo, alderson, 440, mccombie street, rosedale, malvern east, 5023, nsw, 19150416, 5572942
rec-154-org, kyle, glass, 87, wyselaskie circuit, apt 710, wyong, 3390, nsw, 19241221, 6908529
rec-53-org, isabella, walpole, 31, donnison place, gairnshiel rsd 225, dapto, 2390, nsw, 19881222, 6386893
rec-417-org, william, green, 68, snowden place, heatherdale, burringbar, 2750, vic, 19150804, 9080722
rec-167-dup-0, , green, 30, wallace h eights, learmonth drive, boundary bend, 2747, qld, 19310903, 9262880
rec-313-dup-0, tiahana, gaskin, 12, crispcircuit, community hospt lmedcl centre, kurri kurri, 2624, vic, 19190716, 4264536
rec-468-dup-0, chloe, whetstone, 59, chuculba crescent, telooma, hamilton, 3000, vic, 19910803, 1173489
rec-182-org, chloe, kyriacou, 12, mulga street, inglewood, mitcham, 4031, nsw, 19480827, 3985717
rec-333-org, thomas, shepherd, 4, dinnison circuit, vila 178, clovelly, 4123, wa, 19120911, 6706820
rec-26-dup-0, , hoffman, 1, brooker street, , lockles, 2070, wa, 19760226, 6891487
rec-202-dup-0, sarah, bradshaw, 4, de littlezcircuit, mermaid plaza dentalyrcentre (cnr gold co, canley vale, 3065, nsq, 19090923, 1686730
rec-316-org, alexa-rose, campbell, 17, neeld place, milton, narooma, 2205, qld, 19490410, 1531199
rec-30-org, joshua, dolan, 98, colborne place, warowie, lindfield, 3568, nsw, 19521116, 9500871
rec-92-org, hannah, green, 65, jacka crescent, rmbe 770, sunshine beach, 2086, nsw, 19350612, 4219398
rec-69-dup-0, mikayla, caruana, 37, torrens street, bor onia, dianelka, 2716, qld, 19590901, 6041595
rec-136-dup-0, india, negrean, 1, barringer street, sherwood, parkinson, 3168, nsw, 19860923, 2097928
rec-13-org, daniel, morrison, 25, bellchambers crescent, ascot park, point samson, 4514, vic, 19620316, 8699433
rec-492-org, benjamin, kirchener, 12, stuart street, wurrami, theodore, 2620, wa, 19751110, 1766048
rec-323-org, joel, bordin, 45, canberra centre (next to medicare), corombie, figtree, 2485, qld, 19510904, 8728984
rec-143-dup-0, jayde, grosser, 41, gundaroo road, , baringhup, 3173, vic, 19281101, 6423689
rec-118-dup-0, sienna, georege, 22, hoad place, kondalilla, burwood east, 3860, nsw, 19661026, 9123905
rec-77-dup-0, joshua, garthwaite, 42, mcclintock street, hallsville, avoca, 3175, nsw, 19050703, 5226643
rec-290-dup-0, bne, browen, 42, tillyard drive, willow wood, mentone, 2231, vic, 19241201, 5216720
rec-162-org, caitlin, , , rymill place, airforce memorial estate, mount gravatt, 3146, vic, 19980804, 8342575
rec-31-org, jackson, cmielewski, 76, angliss place, brookvale, tweed heads south, 3082, vic, 19141022, 7997511
rec-232-dup-0, rhys, jeffries, 3, whistlerplace, pepin, thornlands, 4216, nsw, 19200821, 3750223
rec-141-dup-0, tia, gols, 101, boron ia drive, the cabin, sunnybank, 3020, sa, 19961121, 7459384
rec-485-dup-0, michael, nguyen, , roseworthy crescent, underbank, colac, 2198, qld, 19011004, 5908395
rec-18-org, samuel, campbell, 32, mosman place, , north beach, 2617, nsw, 19430607, 5538479
rec-346-dup-0, laura, stubbs, 68, eyre street, westwood homestead, , 4871, qld, 19621222, 1310830
rec-304-org, andrew, bradshaw, 238, berne crescent, civic centre, greensborough, 3095, sa, 19941118, 6385462
rec-471-org, barnaby, shereston, 1, margany street, flt 2a, keysborough, 5045, wa, 19961009, 8585130
rec-105-dup-0, mitchell, mcconnel, 5, templeton street, gle n ayre, camdn, 2500, vic, 19370615, 3413425
rec-336-org, lexie, cochrane, , paul coe crescent, ararat retirement village, auburn, 2904, tas, 19320809, 4618363
rec-75-dup-0, isabella, ayrse, 1075, arthur circle, grevilal est, glewnood, 5121, qld, 19531230, 9208787
rec-166-dup-0, riley, siviur, 15, tubb plqace, roxor, , 3186, nsw, 19080709, 4038966
rec-414-dup-0, lucas, rawldings, 11, paul coe drescent, , wanniassa, 6122, vic, 19141102, 5141107
rec-224-org, peta, coffey, 8, buller crescent, sheep station, , 4800, vic, 19490409, 3924737
rec-457-dup-0, alice, bellchambers, 267, swanton wtreet, tallow-bwood, blacjtwon, 3136, vic, 19381230, 8676818
rec-68-dup-0, darcy, jolly, 7, antill street, agar abi, marsfield, 4173, nsw, , 7208848
rec-421-org, ethan, scrbak, 2489, de burgh street, glendaurel, como, 3156, vic, 19100409, 8766958
rec-159-dup-0, kyleh, reuter, 185, padbury street, burnside, ballrat, 4703, nsw, 19251011, 6546519
rec-429-dup-0, jasmine, frahn, 55, mckail crescent, keanlr, cooktown, 3020, nsw, 19040608, 4013078
rec-49-dup-0, darcy, hochunli, 22, lawrence close, , sefton park, 2380, tas, 19370607, 8750602
rec-301-dup-0, mcphail, benjamin, 33, straliaplace, martins wele station, umina beach, 4814, qld, 19540903, 6563107
rec-95-dup-0, zachary, lodge, 28, monaro highway, akenfield, sandy bay, 4109, qld, 19790613, 3535105
rec-108-org, nicholas, donaldson, 3, , forest glen resort, kogarah, 3136, nsw, 19211230, 9407354
rec-263-org, jarrod, polak, 10, parsons street, nareen gardens hostel, elsternwick, 6317, nsw, 19330222, 4360449
rec-95-org, zachary, lodge, 28, monaro highway, akenfield, malvern east, 2200, qld, 19790613, 2678628
rec-351-org, thomas, wijedasa, 152, powers place, carney's arcade, bowen hills, 6021, tas, 19820415, 8192413
rec-156-dup-0, , kolodina, 66, darmody lstreet, split solitary caravn park, wheeo, 2317, vic, 19610520, 1601763
rec-417-dup-0, clodqgh, green, 68, snowden place, heatherdale, burringbar, 2750, vic, 19150804, 9080722
rec-453-dup-0, annabelle, clapham, 312, martley circuit, aptmnt42, worrigee, 4160, nsw, 19960703, 9692668
rec-481-dup-0, thomas, papanikolopoulos, 14, doolanz court, frank jeffry hostel, ulladulla, 4356, vic, 19241204, 7849076
rec-210-org, bryce, fabel, 3, nangor street, sherwood, beaumaris, 2484, qld, 19540519, 5014276
rec-317-org, lilian, griffen, 155, lambert street, broadbridge manor, kilsyth, 4829, vic, 19381213, 7355934
rec-305-org, edward, ryan, 35, sidaway street, jemalong retrmnt vlge, avalon, 3184, nsw, 19230301, 4392917
rec-255-dup-0, kyle, nobel, 207, , rowethorpe, ellaswood, 3148, nsw, , 8121172
rec-150-org, ash, worsley, 3, russell drysdale crescent, gull cottage, greensborough, 4032, nsw, 19960512, 5164697
rec-65-dup-0, meaney, shantal, 15, cockcroftavenue, sebaank, pakenham, 2114, vic, 19810717, 9937720
rec-94-dup-0, eliza, sharon, 120, brinsmeda street, chacor, greenapre, 3214, nsw, 19950112, 2497676
rec-60-org, daniel, marcic, 11, barnes place, country club, wynnum west, 5108, wa, 19310308, 8550692
rec-28-dup-0, isabelle, lowe, 27, kangairlla, grainger circuit, point turton, 2450, vic, 19980310, 7007836
rec-404-org, bailey, blake, 31, foxall street, nioka, miling, 7322, nsw, , 4346541
rec-127-org, chloe, mayer, 160, tuthill place, poldoe park, illawarra, 2214, wa, 19800326, 3867233
rec-304-dup-0, andrew, bradshaw, 238, berne creswcent, , greensborough, 3059, sa, 19941118, 6385642
rec-263-dup-0, jarrod, polak, 10, parsons street, nareen gardens hostel, elsternwikc, 6317, sa, 19330222, 4360449
rec-336-dup-0, lexie, cochrane, , ararat retirement village, paul coe crescent, auburrn, 2940, tas, 19320809, 4618363
rec-450-org, finley, haeusler, 27, noarlunga crescent, spring ridge, nambour, 3180, vic, 19660711, 3025217
rec-278-dup-0, joshus, maclennan, 41, karsjl, roper nplace, eight mile plains, 2795, qld, 19700525, 8982317
rec-17-dup-0, kyle, ryany, 14, ind place, rocklea, port augusta, 4350, nsw, 19411102, 2059726
rec-276-org, anthony, berry, 11, a'beckett street, hd curramulka, minchinbury, 3930, sa, 19370703, 8728762
rec-109-org, adriana, rudd, 7, dickson chiropractic dickson chambers, mcivor house, kilsyth, 3910, qld, 19501217, 2016313
rec-42-org, thomas, morcom, 16, alexandria street, trapalanda, vermont south, 3714, vic, 19800706, 4569567
rec-155-org, phillip, ellem, 41, outtrim avenue, ainslie house, avalon, 3083, qld, 19490902, 3187616
rec-228-dup-0, stephanie, rumbal, 26, sollya place, erina ardns, galston, 6285, nsw, 19150614, 5779913
rec-244-org, jack, spawton, 43, jevons place, locn 1025, greenacre, 6014, qld, 19080317, 3656816
rec-143-org, jayde, grosser, 55, gundaroo road, , baringhup, 3173, vic, 19281101, 6423689
rec-249-dup-0, , kilby, , collicott circuit, lassaan, success, 2795, , 19040302, 2952029
rec-196-dup-0, carlin, clarwke, 13, loch street, anzac house (cnr archer s street, kyabfam, 5040, vic, 19531013, 3670162
rec-372-dup-0, talia, ho, 117, illingworth street, liselivan, wynnum west, 3201, vic, 19740208, 2143356
rec-471-dup-0, barnaby, shereston, 1, margany street, , keysborough, 5045, wa, 19961009, 8585130
rec-1-org, karli, alderson, 144, nulsen circuit, iowanna, tingalpa, 3139, nsw, 19510826, 9541034
rec-71-dup-0, cliare, priebe, 39, stacy street, st francis vlge, clarence park, 2145, vic, 19900203, 5569305
rec-170-dup-0, beal, jared, 9, palmer street, hollybiooke, southern river, 4811, nsw, 19400526, 7240930
rec-33-org, brooklyn, manson, 27, clive steele avenue, port fairy road, mount low, 3450, vic, 19710727, 4493900
rec-395-org, sarah, schepers, 118, tattersall crescent, coaake, kyogle, 2212, nsw, 19260705, 3474290
rec-246-org, jack, burford, 26, noongale court, kiandra, highgate, 2614, vic, 19101115, 3392254
rec-329-dup-0, emiily, kowald, 18, daglish street, oakd ale, avalon, 3030, vic, 19250313, 1590627
rec-455-org, zachary, pringle, 16, evergood close, emerywood, satur, 2160, nsw, 19410809, 2770074
rec-395-dup-0, isaac, schepoirs, 118, tattersall crescent, coaake, kyogle, 2212, nsw, 19861116, 3474290
rec-332-org, emiily, wynne, 51, bungonia street, glenbrae, burringbar, 2210, sa, 19760814, 2855156
rec-241-dup-0, brooke, pennell, 32, jervois street, wheatlea, mooraobbin, 4821, nsw, 19641212, 7585474
rec-475-org, isaac, quilliam, 11, namatjira drive, delaware, geelong west, 3072, nsw, 19930926, 1556150
rec-488-dup-0, kob, korbut, 1, kennewell xplace, heights estate, blacktown, 4390, wa, 19090519, 9712042
rec-134-org, troy, reid, 1, allan street, townview, page, 2774, qld, 19250727, 3580821
rec-177-dup-0, guthridge, thomas, 6, brunswick circuit, tintagel, avondale heights, 2073, vic, 19080625, 4255165
rec-357-dup-0, erin, reid, 2, temperley street, , venusbay, 2705, nsw, , 7311880
rec-120-dup-0, nicholas, matthews, 19, james smithi circuit, old wefeoona, dulwic hhill, 4170, sa, 19570116, 9908807
rec-245-org, riley, ho, 53, discovery street, rockview, orange, 2011, wa, 19000702, 5033334
rec-27-org, fiona, worsley, 59, gingana street, thorndale, dysart, 2193, vic, 19960902, 9804147
rec-136-org, india, negrean, 1, barringer street, sherwood, parkinson, 3168, wa, 19860923, 2097928
rec-172-dup-0, , webb, 11, walker crrscent, bugoren, charlstown, 6258, nsw, 19190528, 4191569
rec-98-dup-0, oakleigh, fitzpatrick, 16, archdall street, clear creek, north amr, 2122, gas, 19580922, 6731902
rec-19-org, cambell, hursey, 3, spinifex street, sweet waters, toowoomba, 3980, sa, 19800422, 7118146
rec-285-org, kirrah, mccarthy, 79, laseron place, rowethorpe, winmalee, 2073, wa, 19400306, 2583973
rec-292-org, pace, blake, 12, goble street, ashleigh house bergen court, haddon, 3056, vic, 19751212, 1356319
rec-276-dup-0, anthony, berry, 11, a'beckett street, , minchinbury, 3930, sa, 19370703, 8728762
rec-213-org, mitchell, scrbak, 950, holyman street, berkeley vlge, safety bay, 4300, qld, 19060811, 3592109
rec-41-dup-0, claudia, eglin ton, 50, glenelg street, lans downe, roleystone, 4556, vic, 19811022, 6033620
